Date,Close,,,,,,,,,,,,,,,,,,,,,,,,
3/03/2015 16:00,384.61,,,,,,,,,,,,,,,,,,,,,,,,
4/03/2015 16:00,382.72,,,,,,,,,,,,,,,,,,,,,,,,
5/03/2015 16:00,387.83,,,,,,,,,,,,,,,,,,,,,,,,
6/03/2015 16:00,380.09,,,,,,,,,,,,,,,,,,,,,,,,
9/03/2015 16:00,378.56,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2015 16:00,369.51,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2015 16:00,366.37,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2015 16:00,374.24,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2015 16:00,370.58,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2015 16:00,373.35,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2015 16:00,371.92,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2015 16:00,375.14,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2015 16:00,373.24,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2015 16:00,378.49,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2015 16:00,375.11,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2015 16:00,374.09,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2015 16:00,370.96,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2015 16:00,367.35,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2015 16:00,370.56,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2015 16:00,374.59,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2015 16:00,372.1,,,,,,,,,,,,,,,,,,,,,,,,
1/04/2015 16:00,370.26,,,,,,,,,,,,,,,,,,,,,,,,
2/04/2015 16:00,372.25,,,,,,,,,,,,,,,,,,,,,,,,
6/04/2015 16:00,377.04,,,,,,,,,,,,,,,,,,,,,,,,
7/04/2015 16:00,374.41,,,,,,,,,,,,,,,,,,,,,,,,
8/04/2015 16:00,381.2,,,,,,,,,,,,,,,,,,,,,,,,
9/04/2015 16:00,383.54,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2015 16:00,382.65,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2015 16:00,382.36,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2015 16:00,385.11,,,,,,,,,,,,,,,,,,,,,,,,
15/04/2015 16:00,383.45,,,,,,,,,,,,,,,,,,,,,,,,
16/04/2015 16:00,386.04,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2015 16:00,375.56,,,,,,,,,,,,,,,,,,,,,,,,
20/04/2015 16:00,389.51,,,,,,,,,,,,,,,,,,,,,,,,
21/04/2015 16:00,391.18,,,,,,,,,,,,,,,,,,,,,,,,
22/04/2015 16:00,389.8,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2015 16:00,389.99,,,,,,,,,,,,,,,,,,,,,,,,
24/04/2015 16:00,445.1,,,,,,,,,,,,,,,,,,,,,,,,
27/04/2015 16:00,438.56,,,,,,,,,,,,,,,,,,,,,,,,
28/04/2015 16:00,429.31,,,,,,,,,,,,,,,,,,,,,,,,
29/04/2015 16:00,429.37,,,,,,,,,,,,,,,,,,,,,,,,
30/04/2015 16:00,421.78,,,,,,,,,,,,,,,,,,,,,,,,
1/05/2015 16:00,422.87,,,,,,,,,,,,,,,,,,,,,,,,
4/05/2015 16:00,423.04,,,,,,,,,,,,,,,,,,,,,,,,
5/05/2015 16:00,421.19,,,,,,,,,,,,,,,,,,,,,,,,
6/05/2015 16:00,419.1,,,,,,,,,,,,,,,,,,,,,,,,
7/05/2015 16:00,426.88,,,,,,,,,,,,,,,,,,,,,,,,
8/05/2015 16:00,433.69,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2015 16:00,432.85,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2015 16:00,431.02,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2015 16:00,426.87,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2015 16:00,432.28,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2015 16:00,426,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2015 16:00,425.24,,,,,,,,,,,,,,,,,,,,,,,,
19/05/2015 16:00,421.71,,,,,,,,,,,,,,,,,,,,,,,,
20/05/2015 16:00,423.86,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2015 16:00,431.63,,,,,,,,,,,,,,,,,,,,,,,,
22/05/2015 16:00,427.63,,,,,,,,,,,,,,,,,,,,,,,,
26/05/2015 16:00,425.47,,,,,,,,,,,,,,,,,,,,,,,,
27/05/2015 16:00,431.42,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2015 16:00,426.57,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2015 16:00,429.23,,,,,,,,,,,,,,,,,,,,,,,,
1/06/2015 16:00,430.92,,,,,,,,,,,,,,,,,,,,,,,,
2/06/2015 16:00,430.99,,,,,,,,,,,,,,,,,,,,,,,,
3/06/2015 16:00,436.59,,,,,,,,,,,,,,,,,,,,,,,,
4/06/2015 16:00,430.78,,,,,,,,,,,,,,,,,,,,,,,,
5/06/2015 16:00,426.95,,,,,,,,,,,,,,,,,,,,,,,,
8/06/2015 16:00,423.5,,,,,,,,,,,,,,,,,,,,,,,,
9/06/2015 16:00,425.48,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2015 16:00,430.77,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2015 16:00,432.97,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2015 16:00,429.92,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2015 16:00,423.67,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2015 16:00,427.26,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2015 16:00,427.81,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2015 16:00,439.39,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2015 16:00,434.92,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2015 16:00,436.29,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2015 16:00,445.99,,,,,,,,,,,,,,,,,,,,,,,,
