Date,Close,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2015 16:00,31.19,,,,,,,,,,,,,,,,,,,,,,,,
20/04/2015 16:00,31.9,,,,,,,,,,,,,,,,,,,,,,,,
21/04/2015 16:00,31.73,,,,,,,,,,,,,,,,,,,,,,,,
22/04/2015 16:00,32.16,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2015 16:00,32.42,,,,,,,,,,,,,,,,,,,,,,,,
24/04/2015 16:00,32.57,,,,,,,,,,,,,,,,,,,,,,,,
27/04/2015 16:00,33.16,,,,,,,,,,,,,,,,,,,,,,,,
28/04/2015 16:00,32.64,,,,,,,,,,,,,,,,,,,,,,,,
29/04/2015 16:00,32.16,,,,,,,,,,,,,,,,,,,,,,,,
30/04/2015 16:00,31.29,,,,,,,,,,,,,,,,,,,,,,,,
1/05/2015 16:00,32.24,,,,,,,,,,,,,,,,,,,,,,,,
4/05/2015 16:00,32.17,,,,,,,,,,,,,,,,,,,,,,,,
5/05/2015 16:00,31.45,,,,,,,,,,,,,,,,,,,,,,,,
6/05/2015 16:00,31.25,,,,,,,,,,,,,,,,,,,,,,,,
7/05/2015 16:00,31.32,,,,,,,,,,,,,,,,,,,,,,,,
8/05/2015 16:00,31.91,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2015 16:00,31.58,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2015 16:00,31.47,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2015 16:00,31.5,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2015 16:00,32.24,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2015 16:00,32.19,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2015 16:00,32.55,,,,,,,,,,,,,,,,,,,,,,,,
19/05/2015 16:00,32.52,,,,,,,,,,,,,,,,,,,,,,,,
20/05/2015 16:00,32.52,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2015 16:00,32.85,,,,,,,,,,,,,,,,,,,,,,,,
22/05/2015 16:00,33.14,,,,,,,,,,,,,,,,,,,,,,,,
26/05/2015 16:00,32.41,,,,,,,,,,,,,,,,,,,,,,,,
27/05/2015 16:00,33.01,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2015 16:00,32.95,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2015 16:00,32.57,,,,,,,,,,,,,,,,,,,,,,,,
1/06/2015 16:00,32.63,,,,,,,,,,,,,,,,,,,,,,,,
2/06/2015 16:00,32.49,,,,,,,,,,,,,,,,,,,,,,,,
3/06/2015 16:00,32.53,,,,,,,,,,,,,,,,,,,,,,,,
4/06/2015 16:00,32.34,,,,,,,,,,,,,,,,,,,,,,,,
5/06/2015 16:00,32.16,,,,,,,,,,,,,,,,,,,,,,,,
8/06/2015 16:00,31.95,,,,,,,,,,,,,,,,,,,,,,,,
9/06/2015 16:00,31.86,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2015 16:00,32.22,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2015 16:00,32.15,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2015 16:00,31.79,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2015 16:00,31.73,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2015 16:00,31.9,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2015 16:00,31.83,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2015 16:00,31.97,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2015 16:00,31.65,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2015 16:00,31.9,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2015 16:00,31.76,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2015 16:00,32.03,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2015 16:00,31.88,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2015 16:00,31.69,,,,,,,,,,,,,,,,,,,,,,,,
29/06/2015 16:00,31.13,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2015 16:00,31.36,,,,,,,,,,,,,,,,,,,,,,,,
1/07/2015 16:00,31.65,,,,,,,,,,,,,,,,,,,,,,,,
2/07/2015 16:00,31.61,,,,,,,,,,,,,,,,,,,,,,,,
6/07/2015 16:00,31.5,,,,,,,,,,,,,,,,,,,,,,,,
7/07/2015 16:00,31.42,,,,,,,,,,,,,,,,,,,,,,,,
8/07/2015 16:00,30.64,,,,,,,,,,,,,,,,,,,,,,,,
9/07/2015 16:00,30.02,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2015 16:00,30.82,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2015 16:00,31.42,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2015 16:00,31.4,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2015 16:00,31.71,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2015 16:00,32.13,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2015 16:00,32.41,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2015 16:00,33.02,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2015 16:00,32.69,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2015 16:00,31.31,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2015 16:00,31.29,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2015 16:00,31.13,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2015 16:00,30.69,,,,,,,,,,,,,,,,,,,,,,,,
28/07/2015 16:00,30.85,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2015 16:00,30.75,,,,,,,,,,,,,,,,,,,,,,,,
30/07/2015 16:00,30.59,,,,,,,,,,,,,,,,,,,,,,,,
31/07/2015 16:00,30.33,,,,,,,,,,,,,,,,,,,,,,,,
3/08/2015 16:00,29.61,,,,,,,,,,,,,,,,,,,,,,,,
4/08/2015 16:00,28.66,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2015 16:00,28.85,,,,,,,,,,,,,,,,,,,,,,,,
6/08/2015 16:00,28.78,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2015 16:00,28.88,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2015 16:00,29.93,,,,,,,,,,,,,,,,,,,,,,,,
11/08/2015 16:00,28.37,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2015 16:00,28.81,,,,,,,,,,,,,,,,,,,,,,,,
13/08/2015 16:00,28.79,,,,,,,,,,,,,,,,,,,,,,,,
14/08/2015 16:00,28.99,,,,,,,,,,,,,,,,,,,,,,,,
17/08/2015 16:00,29.29,,,,,,,,,,,,,,,,,,,,,,,,
18/08/2015 16:00,29.13,,,,,,,,,,,,,,,,,,,,,,,,
19/08/2015 16:00,28.75,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2015 16:00,28.16,,,,,,,,,,,,,,,,,,,,,,,,
21/08/2015 16:00,26.44,,,,,,,,,,,,,,,,,,,,,,,,
24/08/2015 16:00,25.78,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2015 16:00,25.94,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2015 16:00,27.42,,,,,,,,,,,,,,,,,,,,,,,,
27/08/2015 16:00,28.23,,,,,,,,,,,,,,,,,,,,,,,,
28/08/2015 16:00,28.32,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2015 16:00,28.19,,,,,,,,,,,,,,,,,,,,,,,,
1/09/2015 16:00,26.93,,,,,,,,,,,,,,,,,,,,,,,,
2/09/2015 16:00,28.09,,,,,,,,,,,,,,,,,,,,,,,,
3/09/2015 16:00,27.59,,,,,,,,,,,,,,,,,,,,,,,,
4/09/2015 16:00,27.32,,,,,,,,,,,,,,,,,,,,,,,,
8/09/2015 16:00,28.08,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2015 16:00,27.54,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2015 16:00,28.14,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2015 16:00,28.55,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2015 16:00,28.83,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2015 16:00,29.07,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2015 16:00,29.1,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2015 16:00,28.48,,,,,,,,,,,,,,,,,,,,,,,,
18/09/2015 16:00,28.36,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2015 16:00,28.8,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2015 16:00,28.35,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2015 16:00,28.58,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2015 16:00,28.75,,,,,,,,,,,,,,,,,,,,,,,,
25/09/2015 16:00,28.68,,,,,,,,,,,,,,,,,,,,,,,,
28/09/2015 16:00,28.11,,,,,,,,,,,,,,,,,,,,,,,,
29/09/2015 16:00,27.27,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2015 16:00,27.58,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2015 16:00,27.4,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2015 16:00,27.6,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2015 16:00,27.7,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2015 16:00,27.83,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2015 16:00,27.7,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2015 16:00,27.38,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2015 16:00,28.03,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2015 16:00,27.9,,,,,,,,,,,,,,,,,,,,,,,,
13/10/2015 16:00,27.95,,,,,,,,,,,,,,,,,,,,,,,,
14/10/2015 16:00,27.55,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2015 16:00,27.97,,,,,,,,,,,,,,,,,,,,,,,,
16/10/2015 16:00,27.76,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2015 16:00,27.93,,,,,,,,,,,,,,,,,,,,,,,,
20/10/2015 16:00,28.44,,,,,,,,,,,,,,,,,,,,,,,,
21/10/2015 16:00,28.44,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2015 16:00,28.88,,,,,,,,,,,,,,,,,,,,,,,,
23/10/2015 16:00,29.77,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2015 16:00,28.82,,,,,,,,,,,,,,,,,,,,,,,,
27/10/2015 16:00,28.64,,,,,,,,,,,,,,,,,,,,,,,,
28/10/2015 16:00,29.82,,,,,,,,,,,,,,,,,,,,,,,,
29/10/2015 16:00,30.13,,,,,,,,,,,,,,,,,,,,,,,,
30/10/2015 16:00,29.88,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2015 16:00,30.3,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2015 16:00,30.64,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2015 16:00,30.5,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2015 16:00,30.23,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2015 16:00,30.27,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2015 16:00,30.14,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2015 16:00,29.19,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2015 16:00,29.03,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015 16:00,28.93,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2015 16:00,28.09,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2015 16:00,28.54,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2015 16:00,28.42,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2015 16:00,29.32,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2015 16:00,29.7,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2015 16:00,29.83,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2015 16:00,29.44,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2015 16:00,29.72,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2015 16:00,29.51,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2015 16:00,29.45,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2015 16:00,29.58,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2015 16:00,29.34,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2015 16:00,29.07,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2015 16:00,28.8,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2015 16:00,29.76,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2015 16:00,29.57,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2015 16:00,29.56,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2015 16:00,28.91,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2015 16:00,29.04,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2015 16:00,28.3,,,,,,,,,,,,,,,,,,,,,,,,
14/12/2015 16:00,28.12,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2015 16:00,27.62,,,,,,,,,,,,,,,,,,,,,,,,
16/12/2015 16:00,27.84,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2015 16:00,27.25,,,,,,,,,,,,,,,,,,,,,,,,
18/12/2015 16:00,26.51,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2015 16:00,26.83,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2015 16:00,26.81,,,,,,,,,,,,,,,,,,,,,,,,
23/12/2015 16:00,27.15,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2015 16:00,27.01,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2015 16:00,26.71,,,,,,,,,,,,,,,,,,,,,,,,
29/12/2015 16:00,27.19,,,,,,,,,,,,,,,,,,,,,,,,
30/12/2015 16:00,26.83,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2015 16:00,26.32,,,,,,,,,,,,,,,,,,,,,,,,
4/01/2016 16:00,26.34,,,,,,,,,,,,,,,,,,,,,,,,
5/01/2016 16:00,25.68,,,,,,,,,,,,,,,,,,,,,,,,
6/01/2016 16:00,25.18,,,,,,,,,,,,,,,,,,,,,,,,
7/01/2016 16:00,24.11,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2016 16:00,24.24,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2016 16:00,24.63,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2016 16:00,24.99,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2016 16:00,24.35,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2016 16:00,24.88,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2016 16:00,24.28,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2016 16:00,24.17,,,,,,,,,,,,,,,,,,,,,,,,
20/01/2016 16:00,24.2,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2016 16:00,24.08,,,,,,,,,,,,,,,,,,,,,,,,
22/01/2016 16:00,25.36,,,,,,,,,,,,,,,,,,,,,,,,
25/01/2016 16:00,24.86,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2016 16:00,25,,,,,,,,,,,,,,,,,,,,,,,,
27/01/2016 16:00,23.36,,,,,,,,,,,,,,,,,,,,,,,,
28/01/2016 16:00,23.52,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2016 16:00,24.34,,,,,,,,,,,,,,,,,,,,,,,,
1/02/2016 16:00,24.11,,,,,,,,,,,,,,,,,,,,,,,,
2/02/2016 16:00,23.62,,,,,,,,,,,,,,,,,,,,,,,,
3/02/2016 16:00,24.09,,,,,,,,,,,,,,,,,,,,,,,,
4/02/2016 16:00,24.15,,,,,,,,,,,,,,,,,,,,,,,,
5/02/2016 16:00,23.51,,,,,,,,,,,,,,,,,,,,,,,,
8/02/2016 16:00,23.75,,,,,,,,,,,,,,,,,,,,,,,,
9/02/2016 16:00,23.75,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2016 16:00,23.57,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2016 16:00,23.43,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2016 16:00,23.5,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2016 16:00,24.16,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2016 16:00,24.53,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2016 16:00,24.07,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2016 16:00,24.01,,,,,,,,,,,,,,,,,,,,,,,,
22/02/2016 16:00,24.22,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2016 16:00,23.67,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2016 16:00,24.03,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2016 16:00,24.19,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2016 16:00,24.23,,,,,,,,,,,,,,,,,,,,,,,,
29/02/2016 16:00,24.17,,,,,,,,,,,,,,,,,,,,,,,,
1/03/2016 16:00,25.13,,,,,,,,,,,,,,,,,,,,,,,,
2/03/2016 16:00,25.19,,,,,,,,,,,,,,,,,,,,,,,,
3/03/2016 16:00,25.38,,,,,,,,,,,,,,,,,,,,,,,,
4/03/2016 16:00,25.75,,,,,,,,,,,,,,,,,,,,,,,,
7/03/2016 16:00,25.47,,,,,,,,,,,,,,,,,,,,,,,,
8/03/2016 16:00,25.26,,,,,,,,,,,,,,,,,,,,,,,,
9/03/2016 16:00,25.28,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2016 16:00,25.29,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2016 16:00,25.57,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2016 16:00,25.63,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2016 16:00,26.15,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2016 16:00,26.49,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2016 16:00,26.45,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2016 16:00,26.48,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2016 16:00,26.48,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2016 16:00,26.68,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2016 16:00,26.53,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2016 16:00,26.42,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2016 16:00,26.3,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2016 16:00,26.92,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2016 16:00,27.39,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2016 16:00,27.25,,,,,,,,,,,,,,,,,,,,,,,,
1/04/2016 16:00,27.5,,,,,,,,,,,,,,,,,,,,,,,,
4/04/2016 16:00,27.78,,,,,,,,,,,,,,,,,,,,,,,,
5/04/2016 16:00,27.45,,,,,,,,,,,,,,,,,,,,,,,,
6/04/2016 16:00,27.74,,,,,,,,,,,,,,,,,,,,,,,,
7/04/2016 16:00,27.14,,,,,,,,,,,,,,,,,,,,,,,,
8/04/2016 16:00,27.17,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2016 16:00,27.26,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2016 16:00,27.61,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2016 16:00,28.01,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2016 16:00,28.03,,,,,,,,,,,,,,,,,,,,,,,,
15/04/2016 16:00,27.46,,,,,,,,,,,,,,,,,,,,,,,,
18/04/2016 16:00,26.87,,,,,,,,,,,,,,,,,,,,,,,,
19/04/2016 16:00,26.73,,,,,,,,,,,,,,,,,,,,,,,,
20/04/2016 16:00,26.78,,,,,,,,,,,,,,,,,,,,,,,,
21/04/2016 16:00,26.49,,,,,,,,,,,,,,,,,,,,,,,,
22/04/2016 16:00,26.42,,,,,,,,,,,,,,,,,,,,,,,,
25/04/2016 16:00,26.27,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2016 16:00,26.09,,,,,,,,,,,,,,,,,,,,,,,,
27/04/2016 16:00,24.46,,,,,,,,,,,,,,,,,,,,,,,,
28/04/2016 16:00,23.71,,,,,,,,,,,,,,,,,,,,,,,,
29/04/2016 16:00,23.44,,,,,,,,,,,,,,,,,,,,,,,,
2/05/2016 16:00,23.41,,,,,,,,,,,,,,,,,,,,,,,,
3/05/2016 16:00,23.8,,,,,,,,,,,,,,,,,,,,,,,,
4/05/2016 16:00,23.55,,,,,,,,,,,,,,,,,,,,,,,,
5/05/2016 16:00,23.31,,,,,,,,,,,,,,,,,,,,,,,,
6/05/2016 16:00,23.18,,,,,,,,,,,,,,,,,,,,,,,,
9/05/2016 16:00,23.2,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2016 16:00,23.36,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2016 16:00,23.13,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2016 16:00,22.59,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2016 16:00,22.63,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2016 16:00,23.47,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2016 16:00,23.37,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2016 16:00,23.64,,,,,,,,,,,,,,,,,,,,,,,,
19/05/2016 16:00,23.55,,,,,,,,,,,,,,,,,,,,,,,,
20/05/2016 16:00,23.81,,,,,,,,,,,,,,,,,,,,,,,,
23/05/2016 16:00,24.11,,,,,,,,,,,,,,,,,,,,,,,,
24/05/2016 16:00,24.48,,,,,,,,,,,,,,,,,,,,,,,,
25/05/2016 16:00,24.91,,,,,,,,,,,,,,,,,,,,,,,,
26/05/2016 16:00,25.1,,,,,,,,,,,,,,,,,,,,,,,,
27/05/2016 16:00,25.09,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2016 16:00,24.97,,,,,,,,,,,,,,,,,,,,,,,,
1/06/2016 16:00,24.62,,,,,,,,,,,,,,,,,,,,,,,,
2/06/2016 16:00,24.43,,,,,,,,,,,,,,,,,,,,,,,,
3/06/2016 16:00,24.48,,,,,,,,,,,,,,,,,,,,,,,,
6/06/2016 16:00,24.66,,,,,,,,,,,,,,,,,,,,,,,,
7/06/2016 16:00,24.76,,,,,,,,,,,,,,,,,,,,,,,,
8/06/2016 16:00,24.74,,,,,,,,,,,,,,,,,,,,,,,,
9/06/2016 16:00,24.91,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2016 16:00,24.71,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2016 16:00,24.34,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2016 16:00,24.37,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2016 16:00,24.29,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2016 16:00,24.39,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2016 16:00,23.83,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2016 16:00,23.78,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2016 16:00,23.98,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2016 16:00,23.89,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2016 16:00,24.03,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2016 16:00,23.35,,,,,,,,,,,,,,,,,,,,,,,,
27/06/2016 16:00,23.01,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2016 16:00,23.4,,,,,,,,,,,,,,,,,,,,,,,,
29/06/2016 16:00,23.6,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2016 16:00,23.9,,,,,,,,,,,,,,,,,,,,,,,,
1/07/2016 16:00,23.97,,,,,,,,,,,,,,,,,,,,,,,,
5/07/2016 16:00,23.75,,,,,,,,,,,,,,,,,,,,,,,,
6/07/2016 16:00,23.88,,,,,,,,,,,,,,,,,,,,,,,,
7/07/2016 16:00,23.99,,,,,,,,,,,,,,,,,,,,,,,,
8/07/2016 16:00,24.17,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2016 16:00,24.25,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2016 16:00,24.36,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2016 16:00,24.22,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2016 16:00,24.7,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2016 16:00,24.7,,,,,,,,,,,,,,,,,,,,,,,,
18/07/2016 16:00,24.96,,,,,,,,,,,,,,,,,,,,,,,,
19/07/2016 16:00,24.97,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2016 16:00,24.99,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2016 16:00,24.86,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2016 16:00,24.67,,,,,,,,,,,,,,,,,,,,,,,,
25/07/2016 16:00,24.34,,,,,,,,,,,,,,,,,,,,,,,,
26/07/2016 16:00,24.17,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2016 16:00,25.74,,,,,,,,,,,,,,,,,,,,,,,,
28/07/2016 16:00,26.09,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2016 16:00,26.05,,,,,,,,,,,,,,,,,,,,,,,,
